ID	Gene Symbol	Gene Name	GB_ACC	SPOT_ID
AF116857_at	RPS13	Ribosomal protein S13	AF116857	
AF120325_f_at	NA	"AF120325 Cricetulus griseus class I beta tubulin gene, complete cds."	AF120325	
AF120325_x_at	NA	"AF120325 Cricetulus griseus class I beta tubulin gene, complete cds."	AF120325	
AF121895_at	NA	"AF121895 Cricetulus griseus dolichol-phosphate-mannose synthase (DPM1) mRNA, complete cds."	AF121895	
AF122822_at	NA	"AF122822 Cricetulus griseus PAPS reductase mRNA, partial cds."	AF122822	
AF125191_at	MARCO	Macrophage receptor with collagenous structure	AF125191	
AF126487_at	INTRON	p53 intron sequence.	AF126487	
AF127523_at	GBF1	Golgi-specific brefeldin A resistance factor 1	AF127523	
AF133045_at	tRNA-Sec	tRNA-Sec (tRNA[Ser]Sec)	AF133045	
AF133046_f_at	tRNA-Sec-PG1	"tRNA-Sec (tRNA[Ser]Sec), pseudogene 1"	AF133046	
AF133046_x_at	tRNA-Sec-PG1	"tRNA-Sec (tRNA[Ser]Sec), pseudogene 1"	AF133046	
AF133047_x_at	tRNA-Sec-PG2	"tRNA-Sec (tRNA[Ser]Sec), pseudogene 2"	AF133047	
AF133048_at	tRNA-Sec-PG3	"tRNA-Sec (tRNA[Ser]Sec), pseudogene 3"	AF133048	
AF134594_at	POMC	Proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	AF134594	
AF141657_at	ST8SIA1	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"	AF141657	
AF144573_at	HIPK2	Homeodomain interacting protein kinase 2	AF144573	
AF149011_at	NA	"AF149011 Mesocricetus auratus telomerase catalytic subunit gene, promoter region and partial cds."	AF149011	
AF149012_at	TERT	Telomerase reverse transcriptase	AF149012	
AF153676_at	TLR4	Toll-like receptor 4	AF153676	
AF155144_at	DPM2	"Dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit"	AF155144	
AF155145_at	TSC2	Tuberous sclerosis 2	AF155145	
AF157566_at	GNAT1	"Guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1"	AF157566	
AF172992_at	PLAUR	"Plasminogen activator, urokinase receptor"	AF172992	
AF176577_at	APOBEC1	"Apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"	AF176577	
AF180918_at	KLHL5	Kelch-like 5 (Drosophila)	AF180918	
AF181258_at	SLC10A1	"Solute carrier family 10 (sodium/bile acid cotransporter family), member 1"	AF181258	
AF182744_at	NPC1	"Niemann-Pick disease, type C1"	AF182744	
AF190271_x_at	Trp53	Transformation related protein 53	AF190271	
AF193761_at	NA	"AF193761 Cricetulus griseus expression augmenting sequence element DNA, complete sequence."	AF193761	
AF212039_at	NA	"AF212039 Mesocricetus auratus alpha-interferon inducible protein (p27-h) mRNA, partial cds."	AF212039	
AF218213_at	NA	"AF218213 AF218213 Mesocricetus auratus DNA (Kisseljov F) Mesocricetus auratus genomic, genomic survey sequence."	AF218213	
AF218725_at	IL17B	Interleukin 17B	AF218725	
AF220495_at	Rad52	RAD52 homolog (S. cerevisiae)	AF220495	
AF221505_at	FUT4	"Fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)"	AF221505	
AF221841_at	Mm.379870	"PREDICTED: Mus musculus similar to Peroxiredoxin 1 (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Osteoblast specific factor 3) (OSF-3) (Macrophage 23 kDa stress protein) (LOC545161), mRNA"	AF221841	
AF221928_at	NA	"AF221928 Cricetulus griseus telomerase RNA gene, sequence."	AF221928	
AF230460_x_at	FUT9	"Fucosyltransferase 9 (alpha (1,3) fucosyltransferase)"	AF230460	
AF238445_at	NA	"AF238445 Cricetulus griseus eosinophil-associated ribonuclease 30 pseudogene, complete sequence."	AF238445	
AF242536_at	CSNK1E	"Casein kinase 1, epsilon"	AF242536	
AF249882_at	PER1	Period homolog 1 (Drosophila)	AF249882	
AF250376_at	MPDU1	Mannose-P-dolichol utilization defect 1	AF250376	
AF250376_g_at	MPDU1	Mannose-P-dolichol utilization defect 1	AF250376	
AF252858_at	EXT1	Exostoses (multiple) 1	AF252858	
AF254572_at	ORC1L	"Origin recognition complex, subunit 1-like (yeast)"	AF254572	
AF254573_at	ORC2L	"Origin recognition complex, subunit 2-like (yeast)"	AF254573	
AF260254_at	MMP2	"Matrix metallopeptidase 2 (gelatinase A, 72kDa gelatinase, 72kDa type IV collagenase)"	AF260254	
AF260753_at	PLEC1	"Plectin 1, intermediate filament binding protein 500kDa"	AF260753	
AF271264_at	UCP2	"Uncoupling protein 2 (mitochondrial, proton carrier)"	AF271264	
AF271265_at	UCP3	"Uncoupling protein 3 (mitochondrial, proton carrier)"	AF271265	
AF271694_at	Mia1	Melanoma inhibitory activity 1	AF271694	
AF281019_at	CDC7	CDC7 cell division cycle 7 (S. cerevisiae)	AF281019	
AF283504_x_at	NA	"AF283504 Cricetulus griseus Nip3 gene, partial sequence."	AF283504	
AF284085_at	ADK	Adenosine kinase	AF284085	
AF284086_at	ADK	Adenosine kinase	AF284086	
AF284087_x_at	ADK	Adenosine kinase	AF284087	
AF284088_at	ADK	Adenosine kinase	AF284088	
AF284089_f_at	ADK	Adenosine kinase	AF284089	
AF284089_x_at	ADK	Adenosine kinase	AF284089	
AF284090_s_at	ADK	Adenosine kinase	AF284090	
AF284090_x_at	ADK	Adenosine kinase	AF284090	
AF284091_f_at	ADK	Adenosine kinase	AF284091	
AF284091_x_at	ADK	Adenosine kinase	AF284091	
AF284092_s_at	Adk	Adenosine kinase	AF284092	
AF284092_x_at	ADK	Adenosine kinase	AF284092	
AF288468_at	MUC5AC	"Mucin 5AC, oligomeric mucus/gel-forming"	AF288468	
AF291998_at	NA	"AF291998 Mesocricetus auratus cyclin-dependent cell cycle inhibitor gene, exon 2 and partial cds."	AF291998	
AF292400_at	ASK	Activator of S phase kinase	AF292400	
AF298187_at	TGFBR1	"Transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)"	AF298187	
AF298188_at	TGFB3	"Transforming growth factor, beta 3"	AF298188	
AF299335_at	SLC35A2	"Solute carrier family 35 (UDP-galactose transporter), member A2"	AF299335	
AF306648_at	PER2	Period homolog 2 (Drosophila)	AF306648	
AF306662_at	MMP14	Matrix metallopeptidase 14 (membrane-inserted)	AF306662	
AF306800_at	NA	AF306800 Cricetulus griseus clone cos7-1 intrachromosomal telomeric-like sequence.	AF306800	
AF306801_x_at	NA	AF306801 Cricetulus griseus clone cos2-2 intrachromosomal telomeric-like sequence.	AF306801	
AF306802_at	NA	AF306802 Cricetulus griseus clone cos1-3 intrachromosomal telomeric-like sequence.	AF306802	
AF307317_at	CACNB4	"Calcium channel, voltage-dependent, beta 4 subunit"	AF307317	
AF307318_at	CTLA4	Cytotoxic T-lymphocyte-associated protein 4	AF307318	
AF307319_at	NA	"AF307319 Cricetulus griseus clone PRN017 His-1 gene, partial sequence."	AF307319	
AF307321_at	Mm.393918	Transcribed locus	AF307321	
AF307847_at	GAB1	GRB2-associated binding protein 1	AF307847	
AF308634_at	PVRL1	Poliovirus receptor-related 1 (herpesvirus entry mediator C; nectin)	AF308634	
AF314658_x_at	NA	"AF314658 Cricetulus griseus b-like y-globin gene, exon 1."	AF314658	
AF314660_x_at	NA	"AF314660 Cricetulus griseus adult beta major globin gene, upstream sequence."	AF314660	
AF314661_at	NA	"AF314661 Cricetulus griseus adult beta major globin gene, exon 2 and partial cds."	AF314661	
AF315291_x_at	Tnfrsf1b	"Tumor necrosis factor receptor superfamily, member 1b"	AF315291	
AF318896_at	B4galt1	"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1"	AF318896	
AF320819_at	BSG	Basigin (Ok blood group)	AF320819	
AF321216_at	PDK1	"Pyruvate dehydrogenase kinase, isozyme 1"	AF321216	
AF321217_at	PDK2	"Pyruvate dehydrogenase kinase, isozyme 2"	AF321217	
AF321218_at	PDK4	"Pyruvate dehydrogenase kinase, isozyme 4"	AF321218	
AF323965_at	CYP11A1	"Cytochrome P450, family 11, subfamily A, polypeptide 1"	AF323965	
AF325501_at	LY96	Lymphocyte antigen 96	AF325501	
AF327897_at	LIF	Leukemia inhibitory factor (cholinergic differentiation factor)	AF327897	
AF329455_at	DDR2	"Discoidin domain receptor family, member 2"	AF329455	
AF334110_at	SLC35A2	"Solute carrier family 35 (UDP-galactose transporter), member A2"	AF334110	
AF336045_at	Smpd3	"Sphingomyelin phosphodiesterase 3, neutral"	AF336045	
AF345330_at	HDC	Histidine decarboxylase	AF345330	
AF345331_at	PTGS2	Prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	AF345331	
AF351131_at	UGCG	UDP-glucose ceramide glucosyltransferase	AF351131	
AF356542_at	AKAP4	A kinase (PRKA) anchor protein 4	AF356542	
AF371372_at	NOC3L	Nucleolar complex associated 3 homolog (S. cerevisiae)	AF371372	
AF371373_at	NA	"AF371373 Cricetulus griseus hypothetical protein A1-3 mRNA, complete cds."	AF371373	
AF380301_at	CYP19A1	"Cytochrome P450, family 19, subfamily A, polypeptide 1"	AF380301	
AF380341_at	NA	"AF380341 Mesocricetus auratus calnexin-like protein (EMEP) mRNA, complete cds."	AF380341	
AF380348_at	ADAM17	"ADAM metallopeptidase domain 17 (tumor necrosis factor, alpha, converting enzyme)"	AF380348	
AF393639_at	ESR2	Estrogen receptor 2 (ER beta)	AF393639	
AF414605_at	PTGS1	Prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	AF414605	
AJ000678_at	NA	AJ000678 Cricetulus griseus genomic DNA associated with an aphidicolin-sensitive fragile site	AJ000678	
AJ003143_at	CDH2	"Cadherin 2, type 1, N-cadherin (neuronal)"	AJ003143	
AJ003192_at	NA	AJ003192 Mesocricetus auratus mRNA for v-src protein	AJ003192	
AJ009566_at	NA	"AJ009566 Cricetinae gen. sp. mRNA for EST; derived from hamster-human somatic cell hybrid Q1Z, clone DP2-6"	AJ009566	
AJ009567_at	NA	"AJ009567 Cricetinae gen. sp. mRNA for EST; derived from hamster-human somatic cell hybrid Q1Z, clone DP2-8A"	AJ009567	
AJ009568_at	NA	"AJ009568 Cricetinae gen. sp. mRNA for EST; derived from hamster-human somatic cell hybrid Q1Z, clone DP3-12"	AJ009568	
AJ009569_x_at	NA	"AJ009569 Cricetinae gen. sp. mRNA for EST; derived from hamster-human somatic cell hybrid Q1Z, clone DP3-15"	AJ009569	
AJ009938_at	NA	"RC AJ009938 Mesocricetus auratus DNA fragment: neighbouring sequence of retroviral insertion site, clone M1"	AJ009938	
AJ009938-rc_at	NA	"AJ009938 Mesocricetus auratus DNA fragment: neighbouring sequence of retroviral insertion site, clone M1"	AJ009938	
AJ132914_at	MECP2	Methyl CpG binding protein 2 (Rett syndrome)	AJ132914	
AJ223076_at	NA	AJ223076 Cricetulus griseus mRNA for TRIP protein	AJ223076	
AJ223950_at	Cdk2	Cyclin-dependent kinase 2	AJ223950	
AJ225170_f_at	NA	AJ225170 Mesocricetus auratus aphrodisin gene.	AJ225170	
AJ225170_x_at	NA	AJ225170 Mesocricetus auratus aphrodisin gene.	AJ225170	
AJ242835_at	CMAH	Cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase)	AJ242835	
AJ245699_at	ST3GAL3	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"	AJ245699	
AJ245700_at	ST3GAL4	"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"	AJ245700	
AJ251361_at	PLA2G2A	"Phospholipase A2, group IIA (platelets, synovial fluid)"	AJ251361	
AJ286821_at	NA	AJ286821 Mesocricetus auratus partial mRNA for protein tyrosine phosphatase (ptp gene)	AJ286821	
AJ291438_at	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)	AJ291438	
AJ298842_at	TOR1A	"Torsin family 1, member A (torsin A)"	AJ298842	
AJ299085_at	PABPC5	"Poly(A) binding protein, cytoplasmic 5"	AJ299085	
AJ302037_at	CDKN2A	"Cyclin-dependent kinase inhibitor 2A (melanoma, p16, inhibits CDK4)"	AJ302037	
AJ303074_at	CTSZ	Cathepsin Z	AJ303074	
AJ401300_at	Tagln	Transgelin	AJ401300	
AJ401301_at	Bgn	Biglycan	AJ401301	
AJ401302_at	NA	"AJ401302 Mesocricetus auratus EST, clone F51I"	AJ401302	
AY007214_at	TGFB2	"Transforming growth factor, beta 2"	AY007214	
AY007988_at	CXCL10	Chemokine (C-X-C motif) ligand 10	AY007988	
AY007989_at	NA	"AY007989 Mesocricetus auratus B lymphocyte chemoattractant (BLC) mRNA, complete cds."	AY007989	
AY011213_at	ADORA3	Adenosine A3 receptor	AY011213	
AY011463_at	BDNF	Brain-derived neurotrophic factor	AY011463	
AY011521_x_at	BMI1	B lymphoma Mo-MLV insertion region (mouse)	AY011521	
AY011581_at	CNR1	Cannabinoid receptor 1 (brain)	AY011581	
AY011645_at	CREM	CAMP responsive element modulator	AY011645	
AY011768_at	Plcb4	"Phospholipase C, beta 4"	AY011768	
AY011885_at	RAG1	Recombination activating gene 1	AY011885	
AY011942_at	RAG2	Recombination activating gene 2	AY011942	
AY012002_at	TYR	Tyrosinase (oculocutaneous albinism IA)	AY012002	
AY012055_at	Zfa	"Zinc finger protein, autosomal"	AY012055	
AY029606_f_at	OPN1SW	"Opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)"	AY029606	
AY029611_f_at	OPN1SW	"Opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan)"	AY029611	
AY038070_x_at	ARX	Aristaless related homeobox	AY038070	
AY040534_at	PGR	Progesterone receptor	AY040534	
AY046321_at	CCNE1	Cyclin E1	AY046321	
BI431000_at	NA	"BI431000 EST0002 Mesocricetus auratus embryonic day 9 neuroepithelium Mesocricetus auratus cDNA, mRNA sequence."	BI431000	
BI431001_at	KIF27	Kinesin family member 27	BI431001	
BI431002_at	4930455B06Rik	RIKEN cDNA 4930455B06 gene	BI431002	
BI431005_x_at	CCDC67	Coiled-coil domain containing 67	BI431005	
BI431006_x_at	2610207F23Rik	RIKEN cDNA 2610207F23 gene	BI431006	
BI431007_x_at	NA	"BI431007 Ma15037 Hamster Bluescript DpnII library Mesocricetus auratus cDNA similar to Putative novel gene, function unknown, mRNA sequence."	BI431007	
BI431008_at	NA	"BI431008 Ma19045 Hamster Bluescript DpnII library Mesocricetus auratus cDNA similar to Putative novel gene, function unknown, mRNA sequence."	BI431008	
D10878_at	CDC25C	Cell division cycle 25C	D10878	
D10913_s_at	Cyp1a1	"Cytochrome P450, family 1, subfamily a, polypeptide 1"	D10913	
D10914_s_at	CYP1A2	"Cytochrome P450, family 1, subfamily A, polypeptide 2"	D10914	
D11437_at	Cyp2c55	"Cytochrome P450, family 2, subfamily c, polypeptide 55"	D11437	
D11452_at	GIP	Gastric inhibitory polypeptide	D11452	
D15058_at	DAD1	Defender against cell death 1	D15058	
D17295_at	CCNA2	Cyclin A2	D17295	
D17313_at	NPPA	Natriuretic peptide precursor A	D17313	
D17449_at	NA	"D17449 Hamster mRNA for CYP2E1, complete cds."	D17449	
D21216_at	F10	Coagulation factor X	D21216	
D23671_at	GHRH	Growth hormone releasing hormone	D23671	
D26114_at	TAF1	"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa"	D26114	
D28566_at	Ces6	Carboxylesterase 6	D28566	
D30051_at	TBP	TATA box binding protein	D30051	
D31814_at	AMBP	Alpha-1-microglobulin/bikunin precursor	D31814	
D38103_at	Gipr	Gastric inhibitory polypeptide receptor	D38103	
D43757_at	FGA	Fibrinogen alpha chain	D43757	
D45419_at	HCFC1	Host cell factor C1 (VP16-accessory protein)	D45419	
D49709_at	SERPINA1	"Serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"	D49709	
D50577_at	Ces5	Carboxylesterase 5	D50577	
D50578_at	NA	"D50578 Mesocricetus auratus mRNA for carboxylesterase, complete cds."	D50578	
D63782_at	NA	"D63782 Chinese hamster gene for polyubiquitin, complete cds."	D63782	
D83230_at	POR	P450 (cytochrome) oxidoreductase	D83230	
D85517_at	NA	"D85517 Mesocricetus auratus gene for chymase 1, complete cds."	D85517	
D86466_at	TM4SF1	Transmembrane 4 L six family member 1	D86466	
D86467_at	TM4SF1	Transmembrane 4 L six family member 1	D86467	
D86525_at	NA	D86525 Syrian golden hamster DNA for Y6.	D86525	
D86951_at	NA	"D86951 Mesocricetus auratus mRNA for CYP3A31, complete cds."	D86951	
D89285_at	ITIH1	Inter-alpha (globulin) inhibitor H1	D89285	
D89286_at	ITIH2	Inter-alpha (globulin) inhibitor H2	D89286	
D89287_at	ITIH3	Inter-alpha (globulin) inhibitor H3	D89287	
E01536_at	NA	E01536 DNA encoding human lysozyme.	E01536	
E11160_at	NA	E11160 cDNAs including a promoter region.	E11160	
J00059_at	GCG	Glucagon	J00059	
J00061_at	MT1	metallothionein I	J00061	
J02686_x_at	NA	"J02686 Golden Syrian Hamster PRP gene H29, encoding acidic proline-rich protein Hp43a, complete cds."	J02686	
J03847_at	GFAP	Glial fibrillary acidic protein	J03847	
J04084_at	ADRA1B	"Adrenergic, alpha-1B-, receptor"	J04084	
J04122_at	Rn.40435	CDNA clone IMAGE:7308494	J04122	
J04123_at	NFIX	Nuclear factor I/X (CCAAT-binding transcription factor)	J04123	
J05281_at	ITGA3	"Integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"	J05281	
J05613_at	NA	"J05613 Chinese hamster growth arrest and DNA-damage-inducible protein (gadd153) gene, 5  end."	J05613	
K00922_at	Vim	Vimentin	K00922	
K00923_at	Vim	Vimentin	K00923	
K00924_at	Vim	Vimentin	K00924	
K00925_at	Vim	Vimentin	K00925	
K00926_x_at	Vim	Vimentin	K00926	
K00927_at	Vim	Vimentin	K00927	
K02407_at	DES	Desmin	K02407	
L00169_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00169	
L00170_x_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00170	
L00171_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00171	
L00173_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00173	
L00176_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00176	
L00178_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00178	
L00179_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00179	
L00180_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00180	
L00181_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00181	
L00182_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00182	
L00183_s_at	Hmgcr	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	L00183	
L00325_x_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	L00325	
L00327_x_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	L00327	
L00328_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	L00328	
L00329_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	L00329	
L00330_x_at	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	L00330	
L00331-rc_x_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	L00331	
L00332_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	L00332	
L00333_x_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	L00333	
L00334_at	Hmgcs1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1	L00334	
L00365_at	TK1	"Thymidine kinase 1, soluble"	L00365	
L00366_x_at	TK1	"Thymidine kinase 1, soluble"	L00366	
L00367_x_at	TK1	"Thymidine kinase 1, soluble"	L00367	
L00368_x_at	TK1	"Thymidine kinase 1, soluble"	L00368	
L00369_at	TK1	"Thymidine kinase 1, soluble"	L00369	
L03277_at	Pola1	"Polymerase (DNA directed), alpha 1"	L03277	
L03286_f_at	NA	L03286 Hamster P-glycoprotein class I (pgp1) gene exons 1-2.	L03286	
L03286_x_at	NA	L03286 Hamster P-glycoprotein class I (pgp1) gene exons 1-2.	L03286	
L03287_f_at	NA	L03287 Hamster P-glycoprotein class II (pgp2) gene exons 1-2.	L03287	
L03287_x_at	NA	L03287 Hamster P-glycoprotein class II (pgp2) gene exons 1-2.	L03287	
L04690_at	NA	"L04690 Cricetulus griseus cholesterol 7-alpha-hydroxylase gene, complete cds."	L04690	
L06008_at	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	L06008	
L06092_at	NA	"L06092 Mesocricetus auratus acidic fibroblast growth factor gene, 5  flank and non-coding exon 1."	L06092	
L06863_at	COL7A1	"Collagen, type VII, alpha 1 (epidermolysis bullosa, dystrophic, dominant and recessive)"	L06863	
L06947_at	THBS1	Thrombospondin 1	L06947	
L06948_at	THBS1	Thrombospondin 1	L06948	
L12055_at	NA	L12055 Chinese hamster centromere-associated sequence.	L12055	
L13244_at	PCYT1A	"Phosphate cytidylyltransferase 1, choline, alpha"	L13244	
L13383_at	Saa3	Serum amyloid A 3	L13383	
L13384_at	Saa3	Serum amyloid A 3	L13384	
L15625_at	IGHMBP2	Immunoglobulin mu binding protein 2	L15625	
L18986_at	LAMP1	Lysosomal-associated membrane protein 1	L18986	
L19142_f_at	TFRC	"Transferrin receptor (p90, CD71)"	L19142	
L22614_at	THBS1	Thrombospondin 1	L22614	
L25339_at	NA	"L25339 Cricetulus longicaudatus gadd45 gene, complete cds."	L25339	
L27428_at	ITGA7	"Integrin, alpha 7"	L27428	
L27428-rc_at	NA	"L27428 Human L1 putative reverse transcriptase gene insertion in hamster, 3 end."	L27428	
L28124_at	ADRA2A	"Adrenergic, alpha-2A-, receptor"	L28124	
L28147_at	Myd116	Myeloid differentiation primary response gene 116	L28147	
L29424_x_at	TK1	"Thymidine kinase 1, soluble"	L29424	
L29528_at	NA	L29528 Mesocricetus auratus ribosomal protein S24 pseudogene.	L29528	
L29564_at	Rn.147997	Transcribed locus	L29564	
L31957_at	SLC16A7	"Solute carrier family 16 (monocarboxylic acid transporters), member 7"	L31957	
L32978_at	SYCP1	Synaptonemal complex protein 1	L32978	
L33676_at	NA	"L33676 Cricetulus griseus (clone 33A) heat shock protein 90A (HSP90) mRNA, complete cds."	L33676	
L35922_at	TCF15	Transcription factor 15 (basic helix-loop-helix)	L35922	
L37748_at	HK3	Hexokinase 3 (white cell)	L37748	
L38709_at	HSD3B	"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase"	L38709	
L38710_s_at	HSD3B1	"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"	L38710	
L38710_x_at	HSD3B1	"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"	L38710	
L40623_at	ABCC8	"ATP-binding cassette, sub-family C (CFTR/MRP), member 8"	L40623	
L42570_s_at	UBTF	"Upstream binding transcription factor, RNA polymerase I"	L42570	
L47236_x_at	NA	"L47236 Cricetulus griseus (Chinese Hamster) kinesin light chain gene, genomic sequence"	L47236	
M10134_at	NA	"M10134 Syrian hamster intracisternal A particle (IAP), complete, clone H18."	M10134	
M10215_x_at	NA	"M10215 Hamster cell line BHK268-C31 with an adenovirus 5 insertion, right boundary."	M10215	
M11869_at	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	M11869	
M12015_at	Cryab	"Crystallin, alpha B"	M12015	
M12016_at	CRYAB	"Crystallin, alpha B"	M12016	
M12103_x_at	DES	Desmin	M12103	
M12104_at	NA	"M12104 Hamster desmin gene encoding the intermediate filament (IF) protein desmin, exons 8 and 9."	M12104	
M12329_at	NA	"M12329 Chinese hamster alpha-tubulin III mRNA, complete cds."	M12329	
M12329_g_at	Mm.392113	"Transcribed locus, moderately similar to XP_426592.1 PREDICTED: similar to tubulin, alpha 2; tubulin alpha 2 [Gallus gallus]"	M12329	
M12995_at	MYH7	"Myosin, heavy polypeptide 7, cardiac muscle, beta"	M12995	
M14055_at	NA	"M14055 Hamster (Syrian golden) PrP gene, 5  flank, clone sPrp-7.1."	M14055	
M14147_at	NA	M14147 Syrian hamster (cell line 165-28) DNA rearrangement adjacent to 3  end of CAD gene.	M14147	
M14148_s_at	NA	"M14148 Syrian hamster (cell line B5-4) CAD gene, 3  end."	M14148	
M14148_x_at	NA	"M14148 Syrian hamster (cell line B5-4) CAD gene, 3  end."	M14148	
M16963_x_at	NA	"M16963 Chinese hamster (mutant dT40) aprt locus DNA, partial cds."	M16963	
M17290_f_at	NA	M17290 Hamster DNA region with adenovirus type 12 insertion sites.	M17290	
M17290_x_at	NA	M17290 Hamster DNA region with adenovirus type 12 insertion sites.	M17290	
M19147_at	NA	"M19147 Hamster histidyl-tRNA synthetase (HRS) gene, 5  flank."	M19147	
M19538_f_at	POLR2A	"Polymerase (RNA) II (DNA directed) polypeptide A, 220kDa"	M19538	
M21955_x_at	NA	M21955 Hamster proviral 3  LTR/hamster recombination junction.	M21955	
M22088_at	NCL	Nucleolin	M22088	
M22350_at	ATP5I	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit E"	M22350	
M22374_at	NA	M22374 Hamster/adenovirus type 12 junctions.	M22374	
M23160_at	NA	"M23160 Hamster DHFR-coamplified protein mRNA, 5  flank, clone II-19-211."	M23160	
M25789_f_at	ABCB4	"ATP-binding cassette, sub-family B (MDR/TAP), member 4"	M25789	
M25789_x_at	Annotated from M25789_f_at	0	M25789	
M25790_s_at	ABCB4	"ATP-binding cassette, sub-family B (MDR/TAP), member 4"	M25790	
M25790_x_at	ABCB4	"ATP-binding cassette, sub-family B (MDR/TAP), member 4"	M25790	
M25791_f_at	ABCB4	"ATP-binding cassette, sub-family B (MDR/TAP), member 4"	M25791	
M25791_x_at	ABCB4	"ATP-binding cassette, sub-family B (MDR/TAP), member 4"	M25791	
M25794_x_at	INTRON	"M25794 Chinese hamster P-glycoprotein (pgp2) gene, intron X, 5  end."	M25794	
M25798_x_at	INTRON	"M25798 Chinese hamster P-glycoprotein (pgp1) gene, intron X, 5  end."	M25798	
M25799_x_at	INTRON	"M25799 Chinese hamster P-glycoprotein (pgp2) gene, intron Z, 3  end."	M25799	
M25895_x_at	INTRON	"M25895 Chinese hamster alpha-tubulin gene, intron with adjacent partial exons, clone 9"	M25895	
M26164_at	INTRON	"M26164 Cricetulus longicaudatus ribosomal RNA (rDNA) gene, intergenic spacer."	M26164	
M26328_at	INS	Insulin	M26328	
M26640_at	CLU	Clusterin	M26640	
M26642_at	Tf	Transferrin	M26642	
M27146_at	Csh2	Chorionic somatomammotropin hormone 2	M27146	
M27241_at	Saa3	Serum amyloid A 3	M27241	
M27838_s_at	ASNS	Asparagine synthetase	M27838	
M27838_x_at	ASNS	Asparagine synthetase	M27838	
M29238_at	DDIT3	DNA-damage-inducible transcript 3	M29238	
M29894_at	NA	M29894 Hamster scrapie induced mRNA.	M29894	
M29895_at	CHI3L1	Chitinase 3-like 1 (cartilage glycoprotein-39)	M29895	
M31610_at	APCS	"Amyloid P component, serum"	M31610	
M31621_f_at	CAD	"Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"	M31621	
